region,adm1_pcode,adm1_name,adm2_pcode,adm2_name,pop_type,strata_id,n_pop,N_hh,n_hex,selection_type,certainty_stratum,excluded_infeasible,clusters_target_stage1,achieved_clusters,m_used,ICC,DEFF,expected_households_stage1,target_sample,achieved_sample,confidence_level_pct,target_moe_pct,projected_moe_pct,realized_moe_pct,coverage_status,exclusion_reason,partners_covering
NE,NG002,Adamawa,NG002017,Shelleng,non_idp,non_idp_NG002017,445850.8656578064,74308.4776096344,84,pps,FALSE,FALSE,17,15,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,FACT
NE,NG002,Adamawa,NG002018,Song,non_idp,non_idp_NG002018,390225.2474861145,65037.54124768575,257,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,FACT
NE,NG002,Adamawa,NG002019,Toungo,non_idp,non_idp_NG002019,85318.47484970093,14219.745808283487,149,pps,FALSE,FALSE,17,14,6,0.06,1.3,102,102,102,90,10,NA,9.25,covered,none,FACT
NE,NG002,Adamawa,NG002020,Yola North,non_idp,non_idp_NG002020,411500.5311508179,68583.42185846965,9,pps,FALSE,FALSE,17,5,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,NRC
NE,NG002,Adamawa,NG002021,Yola South,non_idp,non_idp_NG002021,471590.6862640381,78598.44771067302,73,pps,FALSE,FALSE,17,12,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,NRC
NC,NG007,Benue,NG007002,Agatu,non_idp,non_idp_NG007002,67293.50702667236,11215.584504445394,61,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,103,90,10,NA,9.2,covered,none,CRS
NC,NG007,Benue,NG007006,Guma,non_idp,non_idp_NG007006,212733.10863685608,35455.51810614268,182,pps,FALSE,FALSE,17,22,6,0.06,1.3,102,102,132,90,10,NA,8.146633034342866,covered,none,COOPI
NC,NG007,Benue,NG007008,Gwer West,non_idp,non_idp_NG007008,94482.7572402954,15747.126206715902,90,pps,FALSE,FALSE,17,12,6,0.06,1.3,102,102,102,90,10,NA,9.25,covered,none,CRS
NC,NG007,Benue,NG007011,Kwande,non_idp,non_idp_NG007011,415075.5465621948,69179.2577603658,147,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,Save the Children
NC,NG007,Benue,NG007012,Logo,non_idp,non_idp_NG007012,265414.4652366638,44235.744206110634,109,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,CRS
NC,NG007,Benue,NG007013,Makurdi,non_idp,non_idp_NG007013,701171.9565620422,116861.99276034038,57,pps,FALSE,FALSE,17,13,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,Malteser
NE,NG008,Borno,NG008001,Abadam,non_idp,non_idp_NG008001,48195.05686569214,8032.509477615356,91,pps,FALSE,FALSE,17,24,6,0.06,1.3,102,102,139,90,10,NA,7.884933164385954,covered,none,FACT
NE,NG008,Borno,NG008002,Askira/Uba,non_idp,non_idp_NG008002,133560.9821472168,22260.1636912028,148,pps,FALSE,FALSE,17,14,6,0.06,1.3,102,102,102,90,10,NA,9.26,covered,none,FACT
NE,NG008,Borno,NG008003,Bama,non_idp,non_idp_NG008003,315418.78089904785,52569.79681650797,249,pps,FALSE,FALSE,17,14,6,0.06,1.3,102,102,106,90,10,NA,9.1,covered,none,PLAN
NE,NG008,Borno,NG008004,Bayo,non_idp,non_idp_NG008004,118016.37986755373,19669.396644592285,71,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.26,covered,none,FACT
NE,NG008,Borno,NG008005,Biu,non_idp,non_idp_NG008005,290008.7265777588,48334.7877629598,195,pps,FALSE,FALSE,17,14,6,0.06,1.3,102,102,106,90,10,NA,9.1,covered,none,FACT
NE,NG008,Borno,NG008006,Chibok,non_idp,non_idp_NG008006,161582.26644706726,26930.377741177876,92,pps,FALSE,FALSE,17,24,6,0.06,1.3,102,102,153,90,10,NA,7.55951764883585,covered,none,IMC
NE,NG008,Borno,NG008007,Damboa,non_idp,non_idp_NG008007,219812.11930274963,36635.35321712494,246,pps,FALSE,FALSE,17,22,6,0.06,1.3,102,102,152,90,10,NA,7.590148153164182,covered,none,IMC
NE,NG008,Borno,NG008008,Dikwa,non_idp,non_idp_NG008008,135424.10023498535,22570.68337249756,117,pps,FALSE,FALSE,17,14,6,0.06,1.3,102,102,106,90,10,NA,9.09,covered,none,Street Child of Nigeria
NE,NG008,Borno,NG008009,Gubio,non_idp,non_idp_NG008009,323433.2787246704,53905.54645411173,179,pps,FALSE,FALSE,17,29,6,0.06,1.3,102,102,174,90,10,NA,7.097351021001513,covered,none,FACT
NE,NG008,Borno,NG008010,Guzamala,non_idp,non_idp_NG008010,225165.82279586792,37527.63713264465,175,pps,FALSE,FALSE,17,33,6,0.06,1.3,102,102,185,90,10,NA,6.877264718258082,covered,none,FACT
NE,NG008,Borno,NG008011,Gwoza,non_idp,non_idp_NG008011,270687.35218811035,45114.558698018394,115,pps,FALSE,FALSE,17,12,6,0.06,1.3,102,102,103,90,10,NA,9.23,covered,none,NRC
NE,NG008,Borno,NG008012,Hawul,non_idp,non_idp_NG008012,216236.26539611816,36039.37756601969,138,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NE,NG008,Borno,NG008013,Jere,non_idp,non_idp_NG008013,1119531.816045761,186588.6360076269,70,pps,FALSE,FALSE,17,10,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,NRC
NE,NG008,Borno,NG008014,Kaga,non_idp,non_idp_NG008014,145622.51853179932,24270.419755299885,156,pps,FALSE,FALSE,17,18,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NE,NG008,Borno,NG008015,Kala/Balge,non_idp,non_idp_NG008015,45646.65709686279,7607.776182810466,74,pps,FALSE,FALSE,17,19,6,0.06,1.3,102,102,104,90,10,NA,9.13,covered,none,PLAN
NE,NG008,Borno,NG008016,Konduga,non_idp,non_idp_NG008016,319246.06648254395,53207.67774709066,322,pps,FALSE,FALSE,17,15,6,0.06,1.3,102,102,105,90,10,NA,9.14,covered,none,NRC
NE,NG008,Borno,NG008017,Kukawa,non_idp,non_idp_NG008017,231025.08765792847,38504.18127632141,193,pps,FALSE,FALSE,17,29,6,0.06,1.3,102,102,190,90,10,NA,6.786152338365156,covered,none,FACT
NE,NG008,Borno,NG008018,Kwaya Kusar,non_idp,non_idp_NG008018,126387.11776733398,21064.519627888996,59,pps,FALSE,FALSE,17,15,6,0.06,1.3,102,102,102,90,10,NA,9.26,covered,none,FACT
NE,NG008,Borno,NG008019,Mafa,non_idp,non_idp_NG008019,74375.48795890808,12395.914659818014,141,pps,FALSE,FALSE,17,20,6,0.06,1.3,102,102,107,90,10,NA,9.03,covered,none,FHI 360
NE,NG008,Borno,NG008020,Magumeri,non_idp,non_idp_NG008020,346925.44622802734,57820.90770467123,302,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,INTERSOS
NE,NG008,Borno,NG008021,Maiduguri,non_idp,non_idp_NG008021,1796737.5993652344,299456.2665608724,15,pps,FALSE,FALSE,17,9,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,INTERSOS
NE,NG008,Borno,NG008023,Mobbar,non_idp,non_idp_NG008023,147052.88337898254,24508.81389649709,102,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FHI 360
NE,NG008,Borno,NG008024,Monguno,non_idp,non_idp_NG008024,205049.8247871399,34174.97079785665,117,pps,FALSE,FALSE,17,12,6,0.06,1.3,102,102,104,90,10,NA,9.18,covered,none,Street Child of Nigeria
NE,NG008,Borno,NG008025,Ngala,non_idp,non_idp_NG008025,45467.43813705444,7577.90635617574,62,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.22,covered,none,CARE
NE,NG008,Borno,NG008026,Nganzai,non_idp,non_idp_NG008026,204562.61185073853,34093.76864178976,159,pps,FALSE,FALSE,17,35,6,0.06,1.3,102,102,197,90,10,NA,6.661681089159208,covered,none,FACT
NE,NG008,Borno,NG008027,Shani,non_idp,non_idp_NG008027,196936.64055633545,32822.77342605591,86,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,108,90,10,NA,9.008406937730305,covered,none,FACT
NW,NG019,Kaduna,NG019007,Jema'a,non_idp,non_idp_NG019007,312479.9677658081,52079.99462763468,101,pps,FALSE,FALSE,17,14,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,COOPI
NW,NG019,Kaduna,NG019023,Zaria,non_idp,non_idp_NG019023,646389.6385593414,107731.6064265569,33,pps,FALSE,FALSE,17,8,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,COOPI
NW,NG021,Katsina,NG021001,Bakori,non_idp,non_idp_NG021001,231837.17682266235,38639.529470443726,53,pps,FALSE,FALSE,17,25,6,0.06,1.3,102,102,168,90,10,NA,7.218944915600714,covered,none,FACT
NW,NG021,Katsina,NG021002,Batagarawa,non_idp,non_idp_NG021002,299857.46466064453,49976.24411010742,43,pps,FALSE,FALSE,17,13,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,IRC
NW,NG021,Katsina,NG021005,Bindawa,non_idp,non_idp_NG021005,205899.23796081543,34316.5396601359,41,pps,FALSE,FALSE,17,15,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NW,NG021,Katsina,NG021006,Charanchi,non_idp,non_idp_NG021006,221895.2792816162,36982.546546936035,42,pps,FALSE,FALSE,17,15,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,CARE
NW,NG021,Katsina,NG021007,Dan Musa,non_idp,non_idp_NG021007,169247.14657592773,28207.85776265462,55,pps,FALSE,FALSE,17,27,6,0.06,1.3,102,102,172,90,10,NA,7.128272335171645,covered,none,FACT
NW,NG021,Katsina,NG021008,Dandume,non_idp,non_idp_NG021008,234716.06490707395,39119.34415117899,38,pps,FALSE,FALSE,17,15,6,0.06,1.3,102,102,150,90,10,NA,7.64178165330218,covered,none,FACT
NW,NG021,Katsina,NG021009,Danja,non_idp,non_idp_NG021009,157020.44081115723,26170.073468526203,41,pps,FALSE,FALSE,17,25,6,0.06,1.3,102,102,150,90,10,NA,7.634549121866247,covered,none,FACT
NW,NG021,Katsina,NG021011,Dutsi,non_idp,non_idp_NG021011,210378.75128173828,35063.12521362305,25,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NW,NG021,Katsina,NG021012,Dutsin-Ma,non_idp,non_idp_NG021012,281488.0337295532,46914.67228825887,50,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,120,90,10,NA,8.549226129562385,covered,none,FACT
NW,NG021,Katsina,NG021013,Faskari,non_idp,non_idp_NG021013,330287.731716156,55047.955286026,105,pps,FALSE,FALSE,17,31,6,0.06,1.3,102,102,187,90,10,NA,6.845625953857781,covered,none,FACT
NW,NG021,Katsina,NG021014,Funtua,non_idp,non_idp_NG021014,307008.9299354553,51168.154989242554,38,pps,FALSE,FALSE,17,13,6,0.06,1.3,102,102,120,90,10,NA,8.550129732866708,covered,none,FACT
NW,NG021,Katsina,NG021015,Ingawa,non_idp,non_idp_NG021015,282978.1454925537,47163.02424875895,59,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NW,NG021,Katsina,NG021017,Kafur,non_idp,non_idp_NG021017,304676.0131492615,50779.335524876915,75,pps,FALSE,FALSE,17,24,6,0.06,1.3,102,102,144,90,10,NA,7.803246150965043,covered,none,FACT
NW,NG021,Katsina,NG021019,Kankara,non_idp,non_idp_NG021019,366127.55994033813,61021.25999005636,94,pps,FALSE,FALSE,17,30,6,0.06,1.3,102,102,186,90,10,NA,6.865198873149953,covered,none,FACT
NW,NG021,Katsina,NG021020,Kankia,non_idp,non_idp_NG021020,213225.1417961121,35537.52363268534,59,pps,FALSE,FALSE,17,18,6,0.06,1.3,102,102,120,90,10,NA,8.545745207695068,covered,none,IMC
NW,NG021,Katsina,NG021022,Kurfi,non_idp,non_idp_NG021022,186299.74063110352,31049.956771850582,49,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,Malteser
NW,NG021,Katsina,NG021023,Kusada,non_idp,non_idp_NG021023,155970.52949523926,25995.088249206543,37,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NW,NG021,Katsina,NG021025,Malumfashi,non_idp,non_idp_NG021025,275748.4457702637,45958.074295043945,63,pps,FALSE,FALSE,17,20,6,0.06,1.3,102,102,138,90,10,NA,7.970418073672818,covered,none,FACT
NW,NG021,Katsina,NG021026,Mani,non_idp,non_idp_NG021026,231517.93840026855,38586.323066711426,54,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NW,NG021,Katsina,NG021028,Matazu,non_idp,non_idp_NG021028,179121.65754699707,29853.60959116618,42,pps,FALSE,FALSE,17,28,6,0.06,1.3,102,102,192,90,10,NA,6.745661268867173,covered,none,FACT
NW,NG021,Katsina,NG021029,Musawa,non_idp,non_idp_NG021029,316237.9446105957,52706.32410176595,62,pps,FALSE,FALSE,17,26,6,0.06,1.3,102,102,180,90,10,NA,6.977405208836145,covered,none,FACT
NW,NG021,Katsina,NG021030,Rimi,non_idp,non_idp_NG021030,232248.69638824463,38708.11606470744,45,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NW,NG021,Katsina,NG021031,Sabuwa,non_idp,non_idp_NG021031,254997.89064788815,42499.6484413147,50,pps,FALSE,FALSE,17,18,6,0.06,1.3,102,102,132,90,10,NA,8.149136496567422,covered,none,FACT
NW,NG021,Katsina,NG021032,Safana,non_idp,non_idp_NG021032,271703.3266220093,45283.88777033488,87,pps,FALSE,FALSE,17,33,6,0.06,1.3,102,102,189,90,10,NA,6.8066690172092565,covered,none,FACT
NW,NG022,Kebbi,NG022001,Aleiro,non_idp,non_idp_NG022001,117077.32178497314,19512.886964162193,25,pps,FALSE,FALSE,17,9,6,0.06,1.3,102,102,102,90,10,NA,9.26,covered,none,FACT
NW,NG022,Kebbi,NG022003,Argungu,non_idp,non_idp_NG022003,250058.90236663815,41676.48372777303,68,pps,FALSE,FALSE,17,12,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,CARE
NW,NG022,Kebbi,NG022004,Augie,non_idp,non_idp_NG022004,93895.49839019775,15649.249731699623,71,pps,FALSE,FALSE,17,23,6,0.06,1.3,102,102,144,90,10,NA,7.7784701557768,covered,none,FACT
NW,NG022,Kebbi,NG022006,Birnin Kebbi,non_idp,non_idp_NG022006,604040.1491966248,100673.35819943744,70,pps,FALSE,FALSE,17,9,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,CARE
NW,NG022,Kebbi,NG022009,Fakai,non_idp,non_idp_NG022009,208391.96883010864,34731.994805018105,143,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NW,NG022,Kebbi,NG022010,Gwandu,non_idp,non_idp_NG022010,177247.8257675171,29541.30429458618,73,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,Solidarités
NW,NG022,Kebbi,NG022011,Jega,non_idp,non_idp_NG022011,257889.7555541992,42981.62592569987,66,pps,FALSE,FALSE,17,11,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NW,NG022,Kebbi,NG022012,Kalgo,non_idp,non_idp_NG022012,106817.31272888184,17802.88545481364,43,pps,FALSE,FALSE,17,13,6,0.06,1.3,102,102,102,90,10,NA,9.26,covered,none,FACT
NW,NG022,Kebbi,NG022013,Koko/Besse,non_idp,non_idp_NG022013,220617.5333251953,36769.588887532555,82,pps,FALSE,FALSE,17,13,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,CRS
NW,NG022,Kebbi,NG022014,Maiyama,non_idp,non_idp_NG022014,190313.15432739255,31718.85905456543,88,pps,FALSE,FALSE,17,18,6,0.06,1.3,102,102,108,90,10,NA,9.00789419236454,covered,none,FACT
NW,NG022,Kebbi,NG022015,Ngaski,non_idp,non_idp_NG022015,210541.7227134705,35090.28711891174,140,pps,FALSE,FALSE,17,21,6,0.06,1.3,102,102,132,90,10,NA,8.146475798060928,covered,none,FACT
NW,NG022,Kebbi,NG022016,Sakaba,non_idp,non_idp_NG022016,170111.28638076782,28351.881063461304,97,pps,FALSE,FALSE,17,26,6,0.06,1.3,102,102,186,90,10,NA,6.853159752376438,covered,none,FACT
NW,NG022,Kebbi,NG022017,Shanga,non_idp,non_idp_NG022017,246262.006275177,41043.6677125295,165,pps,FALSE,FALSE,17,26,6,0.06,1.3,102,102,156,90,10,NA,7.493505261939486,covered,none,FACT
NW,NG022,Kebbi,NG022018,Suru,non_idp,non_idp_NG022018,216020.28007125857,36003.38001187643,99,pps,FALSE,FALSE,17,15,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,CARE
NW,NG022,Kebbi,NG022019,Wasagu/Danko,non_idp,non_idp_NG022019,520977.7491378784,86829.62485631306,258,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,FACT
NW,NG022,Kebbi,NG022020,Yauri,non_idp,non_idp_NG022020,91301.93688201904,15216.989480336508,15,pps,FALSE,FALSE,17,6,6,0.06,1.3,102,102,102,90,10,NA,9.25,covered,none,FACT
NW,NG022,Kebbi,NG022021,Zuru,non_idp,non_idp_NG022021,313475.44707489014,52245.907845815025,58,pps,FALSE,FALSE,17,13,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,"IRC, LHI"
NC,NG026,Nasarawa,NG026001,Akwanga,non_idp,non_idp_NG026001,216097.24271011353,36016.20711835226,64,pps,FALSE,FALSE,17,12,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,CARE
NC,NG026,Nasarawa,NG026002,Awe,non_idp,non_idp_NG026002,184505.57892417908,30750.92982069651,163,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,CARE
NC,NG026,Nasarawa,NG026005,Keana,non_idp,non_idp_NG026005,77168.24851989746,12861.374753316244,79,pps,FALSE,FALSE,17,15,6,0.06,1.3,102,102,102,90,10,NA,9.25,covered,none,CARE
NC,NG026,Nasarawa,NG026007,Kokona,non_idp,non_idp_NG026007,215165.6350402832,35860.93917338053,164,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,CARE
NC,NG026,Nasarawa,NG026008,Lafia,non_idp,non_idp_NG026008,602955.2499828339,100492.54166380563,173,pps,FALSE,FALSE,17,14,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,CARE
NC,NG026,Nasarawa,NG026010,Nasarawa-Eggon,non_idp,non_idp_NG026010,187935.30894470215,31322.55149078369,85,pps,FALSE,FALSE,17,14,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,CARE
NC,NG026,Nasarawa,NG026011,Obi,non_idp,non_idp_NG026011,151839.22409439087,25306.537349065144,70,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,104,90,10,NA,9.18,covered,none,CARE
NC,NG032,Plateau,NG032001,Barikin Ladi,non_idp,non_idp_NG032001,393224.3184814453,65537.38641357422,76,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,CRS
NC,NG032,Plateau,NG032002,Bassa,non_idp,non_idp_NG032002,322917.84101867676,53819.64016977946,115,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,CRS
NC,NG032,Plateau,NG032003,Bokkos,non_idp,non_idp_NG032003,381707.02362060547,63617.837270100914,112,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,CRS
NC,NG032,Plateau,NG032011,Mangu,non_idp,non_idp_NG032011,490441.55071258545,81740.25845209758,111,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,COOPI
NC,NG032,Plateau,NG032015,Riyom,non_idp,non_idp_NG032015,263465.5090408325,43910.91817347208,62,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,COOPI
NW,NG034,Sokoto,NG034001,Binji,non_idp,non_idp_NG034001,105715.37819671632,17619.229699452717,51,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,108,90,10,NA,8.995685178058878,covered,none,FACT
NW,NG034,Sokoto,NG034002,Bodinga,non_idp,non_idp_NG034002,305094.0268135071,50849.00446891785,46,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,ACF
NW,NG034,Sokoto,NG034003,Dange-Shuni,non_idp,non_idp_NG034003,388864.90714645386,64810.81785774231,67,pps,FALSE,FALSE,17,14,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,FACT
NW,NG034,Sokoto,NG034010,Kebbe,non_idp,non_idp_NG034010,156331.7902469635,26055.298374493916,124,pps,FALSE,FALSE,17,21,6,0.06,1.3,102,102,126,90,10,NA,8.333728662324177,covered,none,FACT
NW,NG034,Sokoto,NG034011,Kware,non_idp,non_idp_NG034011,278132.03718948364,46355.339531580605,46,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,108,90,10,NA,9.012706695482883,covered,none,FACT
NW,NG034,Sokoto,NG034012,Rabah,non_idp,non_idp_NG034012,175607.3538608551,29267.892310142517,132,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,ACF
NW,NG034,Sokoto,NG034014,Shagari,non_idp,non_idp_NG034014,203217.82891464233,33869.63815244039,72,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,CRS
NW,NG034,Sokoto,NG034015,Silame,non_idp,non_idp_NG034015,94377.22797966003,15729.537996610006,51,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.25,covered,none,FACT
NW,NG034,Sokoto,NG034016,Sokoto North,non_idp,non_idp_NG034016,289092.7495651245,48182.12492752075,6,pps,FALSE,FALSE,17,4,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,DRC
NW,NG034,Sokoto,NG034017,Sokoto South,non_idp,non_idp_NG034017,429367.9567871094,71561.32613118489,6,pps,FALSE,FALSE,17,4,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,DRC
NW,NG034,Sokoto,NG034018,Tambuwal,non_idp,non_idp_NG034018,312165.556930542,52027.59282175699,110,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,ACF
NW,NG034,Sokoto,NG034020,Tureta,non_idp,non_idp_NG034020,143501.92295074463,23916.98715845744,124,pps,FALSE,FALSE,17,29,6,0.06,1.3,102,102,166,90,10,NA,7.252898000605697,covered,none,FACT
NW,NG034,Sokoto,NG034021,Wamako,non_idp,non_idp_NG034021,666756.5336761475,111126.08894602458,49,pps,FALSE,FALSE,17,12,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,CRS
NW,NG034,Sokoto,NG034022,Wurno,non_idp,non_idp_NG034022,183841.1490058899,30640.191500981648,45,pps,FALSE,FALSE,17,18,6,0.06,1.3,102,102,126,90,10,NA,8.33673406190149,covered,none,ZOA
NW,NG034,Sokoto,NG034023,Yabo,non_idp,non_idp_NG034023,154293.33128738403,25715.555214564007,51,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,108,90,10,NA,9.00433429159574,covered,none,FACT
