survey_id,cluster_id,status,interview_number,replacement_rank,pop_type,strata_id,region,adm1_pcode,adm1_name,adm2_pcode,adm2_name,adm3_pcode,adm3_name,admin3_source,admin3_cod_pcode,admin3_cod_name,uuid_hex,building_id,confidence,building_area_m2,latitude,longitude,x_utm,y_utm,households_in_cluster,target_households,reserve_households,selection_count,certainty_stratum,selection_type,below_target_cluster,reallocated,original_uuid_hex_pop,supplementary_cluster,location_source,households_in_cluster_source,site_radius_m,iom_site_id,iom_site_name,iom_site_type,iom_site_ward,n_other_sites_in_hex,idp_population_category,coverage_status,exclusion_reason,partners_covering,tier2_fallback_used,ward_accessible_status,psu_definition_version
non_idp_NG022015_9_HH05,non_idp_NG022015_9,primary,5,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51505,Libata,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000838013,0.7861,20.5628,10.203099264228838,4.621060031582671,2689576.602887229,1196219.9207923946,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_HH08,non_idp_NG022015_9,primary,8,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51505,Libata,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000833170,0.8339,35.2959,10.19872643639161,4.620835289729475,2689582.8812145595,1195706.8205222846,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_HH11,non_idp_NG022015_9,primary,11,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51505,Libata,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000833271,0.8648,105.1623,10.20067935186159,4.613845611925936,2688758.6093735467,1195884.0764742522,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_HH12,non_idp_NG022015_9,primary,12,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51505,Libata,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000836663,0.8032,42.418,10.201749563024377,4.624538688065222,2689989.635929672,1196087.5301738165,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_R01,non_idp_NG022015_9,reserve,NA,1,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51510,Wara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000833799,0.8315,42.5847,10.227208145125257,4.622085951327852,2689517.033576082,1199047.2475181278,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_R02,non_idp_NG022015_9,reserve,NA,2,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51510,Wara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000836081,0.8003,33.9078,10.226013339624911,4.622208616832499,2689540.097709486,1198908.402508936,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_R03,non_idp_NG022015_9,reserve,NA,3,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51510,Wara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000834659,0.7888,38.8168,10.229671448429686,4.624715142196082,2689803.379156259,1199354.6602126574,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_R04,non_idp_NG022015_9,reserve,NA,4,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51510,Wara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000837493,0.8528,105.7262,10.220355220281771,4.620641404656378,2689400.4364416646,1198235.1279055877,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_R05,non_idp_NG022015_9,reserve,NA,5,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51505,Libata,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000837767,0.7569,17.7487,10.197172123919708,4.6198307415181326,2689477.9722971534,1195517.6729438144,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_R06,non_idp_NG022015_9,reserve,NA,6,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51510,Wara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000837396,0.8092,74.3886,10.22384067062738,4.624328565346466,2689801.80192663,1198669.8413016824,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_R07,non_idp_NG022015_9,reserve,NA,7,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51510,Wara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000835172,0.7889,26.907,10.228634603862208,4.622564733977019,2689561.9314294327,1199217.6015673585,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_R08,non_idp_NG022015_9,reserve,NA,8,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51510,Wara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000834964,0.8723,55.2126,10.22731735036698,4.629987314398602,2690431.645916536,1199118.0286034776,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_R09,non_idp_NG022015_9,reserve,NA,9,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51510,Wara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000835513,0.8768,89.1215,10.227785448251153,4.625062786467254,2689857.6348172133,1199136.6215237202,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_R10,non_idp_NG022015_9,reserve,NA,10,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51510,Wara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000837657,0.8852,48.5764,10.217506965233593,4.6235215910638665,2689755.2153855283,1197923.1157918086,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_R11,non_idp_NG022015_9,reserve,NA,11,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51510,Wara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000836001,0.8485,51.315,10.22594718185602,4.627992186920459,2690210.649996083,1198943.117273113,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG022015_9_R12,non_idp_NG022015_9,reserve,NA,12,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51510,Wara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_43,nga_buildings_part1_0000834881,0.8505,134.981,10.224497542722252,4.630813525240387,2690548.27286229,1198794.2723920543,5731,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,FACT,NA,Accessible,NA
non_idp_NG007002_1_HH01,non_idp_NG007002_1,primary,1,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU07,Ogwule - Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_15,nga_buildings_part1_0000001088,0.8666,174.1233,7.902899988276929,7.734051935822652,3071867.833483493,946567.8503798202,406,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_1_HH02,non_idp_NG007002_1,primary,2,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU07,Ogwule - Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_15,nga_buildings_part1_0000001400,0.8017,66.432,7.904258735006619,7.730377625404315,3071420.55637774,946705.0092350304,406,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_1_HH03,non_idp_NG007002_1,primary,3,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU07,Ogwule - Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_15,nga_buildings_part1_0000001347,0.8485,112.7647,7.901635548993816,7.730977832421272,3071510.1716303728,946395.5777995592,406,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_1_HH04,non_idp_NG007002_1,primary,4,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU07,Ogwule - Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_15,nga_buildings_part1_0000001047,0.8876,116.7532,7.902340342439819,7.731254489647129,3071538.286045098,946481.7253028532,406,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_1_HH05,non_idp_NG007002_1,primary,5,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU07,Ogwule - Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_15,nga_buildings_part1_0000001246,0.8078,87.3087,7.904862572270828,7.73146801995281,3071546.346164142,946784.6834286208,406,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_1_HH06,non_idp_NG007002_1,primary,6,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU07,Ogwule - Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_15,nga_buildings_part1_0000001165,0.8524,486.3574,7.904651301030596,7.7326452690197485,3071688.108414586,946767.5230033208,406,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_1_R01,non_idp_NG007002_1,reserve,NA,1,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU07,Ogwule - Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_15,nga_buildings_part1_0000001381,0.8101,212.8104,7.904282505805641,7.730877583450823,3071479.9773728373,946711.2873635268,406,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_1_R02,non_idp_NG007002_1,reserve,NA,2,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU07,Ogwule - Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_15,nga_buildings_part1_0000001371,0.8732,229.0972,7.904414191821883,7.730460705867977,3071429.386091052,946724.1624598166,406,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_1_R03,non_idp_NG007002_1,reserve,NA,3,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU07,Ogwule - Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_15,nga_buildings_part1_0000001105,0.8866,93.5847,7.903527885001042,7.733875259417945,3071842.4474457446,946641.6917684672,406,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_1_R04,non_idp_NG007002_1,reserve,NA,4,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU07,Ogwule - Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_15,nga_buildings_part1_0000001199,0.8882,112.5117,7.90274207248656,7.732738486399265,3071712.3818149185,946539.9453732312,406,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_1_R05,non_idp_NG007002_1,reserve,NA,5,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU07,Ogwule - Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_15,nga_buildings_part1_0000001119,0.8002,77.8813,7.902023449537531,7.733159812674064,3071767.550469805,946456.9409142137,406,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_1_R06,non_idp_NG007002_1,reserve,NA,6,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU07,Ogwule - Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_15,nga_buildings_part1_0000001275,0.886,124.4972,7.903969857868751,7.731010300986352,3071497.9501833874,946674.8279693236,406,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_10_HH01,non_idp_NG007002_10,primary,1,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU09,Oshigbudu,GRID3,NA,NA,NC_Benue_Agatu_hex_42,nga_buildings_part1_0000009179,0.8907,116.2646,7.8233332471498045,7.896371828644834,3091775.561769255,938166.48074797,438,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_10_HH02,non_idp_NG007002_10,primary,2,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU09,Oshigbudu,GRID3,NA,NA,NC_Benue_Agatu_hex_42,nga_buildings_part1_0000008881,0.8264,114.4687,7.824671052153691,7.897333479279053,3091881.11942234,938333.1970813456,438,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_10_HH03,non_idp_NG007002_10,primary,3,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU05,Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_42,nga_buildings_part1_0000009284,0.865,89.9843,7.818400662418756,7.917085419519395,3094281.9346560813,937718.4304607908,438,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_10_HH04,non_idp_NG007002_10,primary,4,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU09,Oshigbudu,GRID3,NA,NA,NC_Benue_Agatu_hex_42,nga_buildings_part1_0000009116,0.8112,180.6633,7.823694515001749,7.89735724241984,3091890.683414614,938216.4871441429,438,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_10_HH05,non_idp_NG007002_10,primary,5,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU09,Oshigbudu,GRID3,NA,NA,NC_Benue_Agatu_hex_42,nga_buildings_part1_0000009150,0.7936,63.1749,7.823416262360827,7.89795246727391,3091963.641499766,938187.2746624588,438,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_10_HH06,non_idp_NG007002_10,primary,6,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU09,Oshigbudu,GRID3,NA,NA,NC_Benue_Agatu_hex_42,nga_buildings_part1_0000009224,0.856,133.3811,7.822433117980188,7.898344190702461,3092017.167253908,938072.3009413488,438,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_10_R01,non_idp_NG007002_10,reserve,NA,1,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU09,Oshigbudu,GRID3,NA,NA,NC_Benue_Agatu_hex_42,nga_buildings_part1_0000009202,0.841,68.5418,7.822986269173459,7.896541064097395,3091798.150256784,938126.1167378196,438,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_10_R02,non_idp_NG007002_10,reserve,NA,2,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU05,Ogbaulu,GRID3,NA,NA,NC_Benue_Agatu_hex_42,nga_buildings_part1_0000009256,0.8125,106.3813,7.819353406619677,7.918178384432608,3094405.8355863085,937839.9858039874,438,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_10_R03,non_idp_NG007002_10,reserve,NA,3,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU09,Oshigbudu,GRID3,NA,NA,NC_Benue_Agatu_hex_42,nga_buildings_part1_0000008888,0.8485,68.8261,7.823883022365075,7.898389189274533,3092012.549590809,938246.1378737432,438,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_10_R04,non_idp_NG007002_10,reserve,NA,4,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU09,Oshigbudu,GRID3,NA,NA,NC_Benue_Agatu_hex_42,nga_buildings_part1_0000008994,0.8199,52.6535,7.823739545240316,7.896720856468307,3091814.4197333264,938217.5044575356,438,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_10_R05,non_idp_NG007002_10,reserve,NA,5,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU09,Oshigbudu,GRID3,NA,NA,NC_Benue_Agatu_hex_42,nga_buildings_part1_0000009201,0.8414,107.4685,7.822336516412964,7.8968623720487585,3091840.974242294,938050.5608130002,438,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_10_R06,non_idp_NG007002_10,reserve,NA,6,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU09,Oshigbudu,GRID3,NA,NA,NC_Benue_Agatu_hex_42,nga_buildings_part1_0000009144,0.914,217.7208,7.822885969339326,7.897926983434483,3091964.2530329856,938123.6331328364,438,6,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_11_HH01,non_idp_NG007002_11,primary,1,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU03,Obagaji,GRID3,NA,NA,NC_Benue_Agatu_hex_43,nga_buildings_part1_0000012284,0.7882,61.8906,7.896453943510398,7.901261654746805,3091853.0323688597,946951.2462633108,3061,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_11_HH02,non_idp_NG007002_11,primary,2,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU03,Obagaji,GRID3,NA,NA,NC_Benue_Agatu_hex_43,nga_buildings_part1_0000009511,0.8723,70.8509,7.890959910445227,7.912401916571888,3093220.6308941734,946370.9441296946,3061,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_11_HH03,non_idp_NG007002_11,primary,3,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU03,Obagaji,GRID3,NA,NA,NC_Benue_Agatu_hex_43,nga_buildings_part1_0000011089,0.8767,131.9908,7.878292491082851,7.913403905025888,3093428.2234484823,944861.738858662,3061,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_11_HH05,non_idp_NG007002_11,primary,5,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU03,Obagaji,GRID3,NA,NA,NC_Benue_Agatu_hex_43,nga_buildings_part1_0000009541,0.7886,61.3577,7.891919356637184,7.912005864579059,3093166.6951473076,946483.0318017596,3061,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_11_HH06,non_idp_NG007002_11,primary,6,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU03,Obagaji,GRID3,NA,NA,NC_Benue_Agatu_hex_43,nga_buildings_part1_0000012343,0.8945,266.4168,7.89779649997993,7.89557524149421,3091165.1714114174,947072.4935728702,3061,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_11_HH07,non_idp_NG007002_11,primary,7,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU03,Obagaji,GRID3,NA,NA,NC_Benue_Agatu_hex_43,nga_buildings_part1_0000010281,0.8517,68.4134,7.890227495141937,7.9172136395315436,3093799.9573499593,946316.6446047204,3061,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_11_HH09,non_idp_NG007002_11,primary,9,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU03,Obagaji,GRID3,NA,NA,NC_Benue_Agatu_hex_43,nga_buildings_part1_0000011907,0.8591,173.9019,7.890955347735681,7.907682768711385,3092657.4970692773,946337.684105716,3061,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_11_HH10,non_idp_NG007002_11,primary,10,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU03,Obagaji,GRID3,NA,NA,NC_Benue_Agatu_hex_43,nga_buildings_part1_0000009929,0.7789,60.381,7.882571695242335,7.930868659625003,3095482.9209264363,945494.9406541482,3061,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_11_HH11,non_idp_NG007002_11,primary,11,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU03,Obagaji,GRID3,NA,NA,NC_Benue_Agatu_hex_43,nga_buildings_part1_0000009856,0.8425,128.1262,7.882334089198366,7.932451337267939,3095673.4782298985,945477.4712438892,3061,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_11_HH12,non_idp_NG007002_11,primary,12,NA,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU03,Obagaji,GRID3,NA,NA,NC_Benue_Agatu_hex_43,nga_buildings_part1_0000010593,0.85,102.2139,7.884914430406072,7.914689458959389,3093535.6505003492,945663.2219743988,3061,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
non_idp_NG007002_11_R01,non_idp_NG007002_11,reserve,NA,1,non_idp,non_idp_NG007002,NC,NG007,Benue,NG007002,Agatu,BNSGTU03,Obagaji,GRID3,NA,NA,NC_Benue_Agatu_hex_43,nga_buildings_part1_0000011817,0.865,161.0115,7.88968983336893,7.90832844095022,3092743.3449794636,946190.6973544108,3061,12,12,2,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none,CRS,NA,Accessible,NA
