survey_id,cluster_id,status,interview_number,replacement_rank,pop_type,strata_id,region,adm1_pcode,adm1_name,adm2_pcode,adm2_name,adm3_pcode,adm3_name,admin3_source,admin3_cod_pcode,admin3_cod_name,uuid_hex,building_id,confidence,building_area_m2,latitude,longitude,x_utm,y_utm,households_in_cluster,target_households,selection_count,certainty_stratum,selection_type,below_target_cluster,reallocated,original_uuid_hex_pop,supplementary_cluster,location_source,households_in_cluster_source,site_radius_m,iom_site_id,iom_site_name,iom_site_type,iom_site_ward,n_other_sites_in_hex,idp_population_category,coverage_status,exclusion_reason
non_idp_NG022015_11_HH01,non_idp_NG022015_11,primary,1,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_47,nga_buildings_part1_0000840037,0.7987,44.0447,10.49644485532122,4.633622456420475,2688831.419735586,1230621.0878059608,511,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_11_HH02,non_idp_NG022015_11,primary,2,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_47,nga_buildings_part1_0000840109,0.8157,20.7437,10.496138446858842,4.634166925921825,2688896.7663468057,1230589.3534522105,511,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_11_HH03,non_idp_NG022015_11,primary,3,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_47,nga_buildings_part1_0000839655,0.7955,21.8479,10.526262984799418,4.616672903265262,2686642.9148119115,1233980.2731075315,511,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_11_HH04,non_idp_NG022015_11,primary,4,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_47,nga_buildings_part1_0000839630,0.8185,36.1287,10.526740969616343,4.61759265635519,2686745.6996323597,1234043.100472009,511,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_11_HH05,non_idp_NG022015_11,primary,5,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_47,nga_buildings_part1_0000840056,0.8219,29.1621,10.49746439257117,4.631336770839478,2688559.126615424,1230723.1109315255,511,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_11_HH06,non_idp_NG022015_11,primary,6,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_47,nga_buildings_part1_0000839937,0.8153,18.5694,10.496398986069726,4.630863140339082,2688512.4138170574,1230594.9531043465,511,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_11_R01,non_idp_NG022015_11,reserve,NA,1,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_47,nga_buildings_part1_0000840118,0.841,39.0225,10.495582657568121,4.6340237538322295,2688884.42340469,1230523.278369611,511,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_11_R02,non_idp_NG022015_11,reserve,NA,2,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_47,nga_buildings_part1_0000840114,0.7606,16.3356,10.496616058647204,4.633886370572109,2688860.662305828,1230643.0960857319,511,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_11_R03,non_idp_NG022015_11,reserve,NA,3,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_47,nga_buildings_part1_0000840051,0.7961,21.6164,10.497473156570736,4.629011580838773,2688289.9539455418,1230706.6336907274,511,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_11_R04,non_idp_NG022015_11,reserve,NA,4,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_47,nga_buildings_part1_0000839447,0.7629,30.1816,10.497415011070904,4.630780913340116,2688495.1696772138,1230713.1518182321,511,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_11_R05,non_idp_NG022015_11,reserve,NA,5,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_47,nga_buildings_part1_0000839924,0.7995,26.7884,10.496554792568716,4.63115913233859,2688545.485796219,1230615.4016070594,511,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_11_R06,non_idp_NG022015_11,reserve,NA,6,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_47,nga_buildings_part1_0000839409,0.7703,31.1315,10.527210568118466,4.616552245357596,2686621.732387518,1234090.165508267,511,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_12_HH01,non_idp_NG022015_12,primary,1,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51504,Kwakwaran,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_51,nga_buildings_part1_0000841196,0.7808,18.7704,10.266116516280256,4.6443480285910645,2691807.1043921197,1203762.0297323964,1382,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_12_HH02,non_idp_NG022015_12,primary,2,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51504,Kwakwaran,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_51,nga_buildings_part1_0000841301,0.7912,24.3857,10.265326802026646,4.64529097517113,2691922.2275507636,1203676.6099421033,1382,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_12_HH03,non_idp_NG022015_12,primary,3,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51504,Kwakwaran,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_51,nga_buildings_part1_0000841443,0.8771,135.851,10.264261373444919,4.643873058056661,2691765.893532223,1203541.526028401,1382,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_12_HH04,non_idp_NG022015_12,primary,4,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51504,Kwakwaran,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_51,nga_buildings_part1_0000840310,0.8707,26.1277,10.265194272193519,4.645253527810049,2691918.8762129396,1203660.8312873377,1382,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_12_HH05,non_idp_NG022015_12,primary,5,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51504,Kwakwaran,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_51,nga_buildings_part1_0000841252,0.7758,12.2432,10.267165621795334,4.645754422539225,2691962.2226481913,1203895.1215433534,1382,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_12_HH06,non_idp_NG022015_12,primary,6,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51504,Kwakwaran,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_51,nga_buildings_part1_0000840536,0.8553,75.2708,10.268580166674695,4.64447420229863,2691803.371019508,1204051.13974838,1382,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_12_R01,non_idp_NG022015_12,reserve,NA,1,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51504,Kwakwaran,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_51,nga_buildings_part1_0000834819,0.8478,37.931,10.24219759326785,4.634576998063542,2690852.9837691267,1200892.2564830163,1382,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_12_R02,non_idp_NG022015_12,reserve,NA,2,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51504,Kwakwaran,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_51,nga_buildings_part1_0000840320,0.8523,58.951,10.268272791160866,4.646483504051717,2692038.4397797203,1204030.0103688764,1382,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_12_R03,non_idp_NG022015_12,reserve,NA,3,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51504,Kwakwaran,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_51,nga_buildings_part1_0000841631,0.8652,62.0951,10.24308038647948,4.657848245050904,2693542.69574936,1201166.823150875,1382,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_12_R04,non_idp_NG022015_12,reserve,NA,4,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51504,Kwakwaran,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_51,nga_buildings_part1_0000840993,0.7927,39.6973,10.266087344695393,4.643173348807164,2691671.2343744854,1203749.9530712138,1382,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_12_R05,non_idp_NG022015_12,reserve,NA,5,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51504,Kwakwaran,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_51,nga_buildings_part1_0000840902,0.8983,88.7165,10.263798687213532,4.644698970464029,2691865.0222149696,1203493.4953281148,1382,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_12_R06,non_idp_NG022015_12,reserve,NA,6,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51504,Kwakwaran,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_51,nga_buildings_part1_0000841582,0.8689,35.1369,10.260414185485487,4.643307772857718,2691729.0448866393,1203087.3435270705,1382,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_13_HH01,non_idp_NG022015_13,primary,1,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_61,nga_buildings_part1_0000841906,0.7673,13.806,10.439056501983645,4.663827541303277,2692763.762290416,1224136.050163352,482,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_13_HH02,non_idp_NG022015_13,primary,2,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_61,nga_buildings_part1_0000841890,0.7944,94.4241,10.438814813681793,4.6636166519127285,2692741.176425468,1224106.19739028,482,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_13_HH03,non_idp_NG022015_13,primary,3,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_61,nga_buildings_part1_0000841933,0.8299,42.5855,10.438300062315955,4.666570582968874,2693087.101673887,1224068.1497039632,482,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_13_HH04,non_idp_NG022015_13,primary,4,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_61,nga_buildings_part1_0000841660,0.8549,35.129,10.4436390809897,4.657985463309657,2692052.62009508,1224628.2352974613,482,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_13_HH05,non_idp_NG022015_13,primary,5,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_61,nga_buildings_part1_0000841662,0.7557,17.485,10.444831574493447,4.658306986308562,2692080.8054570113,1224770.130013628,482,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_13_HH06,non_idp_NG022015_13,primary,6,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_61,nga_buildings_part1_0000841853,0.8184,30.0301,10.444119366491957,4.657880828311983,2692036.8648058344,1224683.6275374386,482,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_13_R01,non_idp_NG022015_13,reserve,NA,1,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_61,nga_buildings_part1_0000842123,0.7674,15.31,10.427724267579297,4.684050288533613,2695191.342268996,1222962.1682958542,482,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_13_R02,non_idp_NG022015_13,reserve,NA,2,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_61,nga_buildings_part1_0000841717,0.7901,20.2088,10.427311541165517,4.683753974414612,2695160.156824758,1222911.6615945469,482,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_13_R03,non_idp_NG022015_13,reserve,NA,3,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_61,nga_buildings_part1_0000841769,0.7908,16.8722,10.439358614484394,4.664743992802773,2692867.583592592,1224178.2650045822,482,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_13_R04,non_idp_NG022015_13,reserve,NA,4,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_61,nga_buildings_part1_0000841982,0.8757,40.4782,10.437813763980497,4.665550268301437,2692972.6489579463,1224003.6104260415,482,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_13_R05,non_idp_NG022015_13,reserve,NA,5,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_61,nga_buildings_part1_0000841721,0.7721,15.3852,10.425113564211903,4.685119865208772,2695334.9942550864,1222664.777735935,482,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_13_R06,non_idp_NG022015_13,reserve,NA,6,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_61,nga_buildings_part1_0000841928,0.7952,24.3551,10.43967771248575,4.66887765179958,2693343.786538297,1224246.6122715017,482,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_14_HH01,non_idp_NG022015_14,primary,1,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_69,nga_buildings_part1_0000842459,0.8477,52.1385,10.398453441421426,4.680779702793986,2695034.153850948,1219513.3844801134,1530,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_14_HH02,non_idp_NG022015_14,primary,2,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_69,nga_buildings_part1_0000844074,0.8294,20.5353,10.385308002164413,4.703920213837542,2697813.792001823,1218148.6184148074,1530,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_14_HH03,non_idp_NG022015_14,primary,3,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_69,nga_buildings_part1_0000844092,0.8446,54.3399,10.399164848731685,4.7052237253273015,2697859.953219097,1219779.6717295318,1530,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_14_HH04,non_idp_NG022015_14,primary,4,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_69,nga_buildings_part1_0000842872,0.8281,22.7872,10.403299894666254,4.683482179897462,2695310.496452089,1220100.5842351154,1530,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_14_HH05,non_idp_NG022015_14,primary,5,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51508,Ngaski,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_69,nga_buildings_part1_0000843564,0.7591,25.0612,10.410655708657135,4.715539515171659,2698967.7861373085,1221201.5459247716,1530,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_14_HH06,non_idp_NG022015_14,primary,6,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_69,nga_buildings_part1_0000844102,0.7944,20.7662,10.396267811861817,4.698293380579285,2697079.139369538,1219388.7945487164,1530,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_14_R01,non_idp_NG022015_14,reserve,NA,1,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_69,nga_buildings_part1_0000843855,0.9114,239.6588,10.407793288704722,4.715797988612623,2699019.4301616116,1220868.5573002053,1530,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_14_R02,non_idp_NG022015_14,reserve,NA,2,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_69,nga_buildings_part1_0000842285,0.7622,20.1181,10.400667497668474,4.686111151365938,2695634.8823751453,1219812.3077311371,1530,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_14_R03,non_idp_NG022015_14,reserve,NA,3,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_69,nga_buildings_part1_0000843239,0.8678,57.678,10.401138202378476,4.68484939050837,2695485.1892957725,1219857.928483398,1530,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_14_R04,non_idp_NG022015_14,reserve,NA,4,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_69,nga_buildings_part1_0000842762,0.8033,23.678,10.401441658426995,4.684133472281482,2695399.9795556846,1219888.069505534,1530,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_14_R05,non_idp_NG022015_14,reserve,NA,5,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_69,nga_buildings_part1_0000842748,0.8759,50.0376,10.401823482081,4.68346643895449,2695319.8392746574,1219927.7444715889,1530,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_14_R06,non_idp_NG022015_14,reserve,NA,6,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51502,Gafara,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_69,nga_buildings_part1_0000843247,0.8083,24.1043,10.401376103927134,4.685214130780974,2695525.6330869105,1219888.491037579,1530,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_16_HH01,non_idp_NG022015_16,primary,1,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51508,Ngaski,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_86,nga_buildings_part1_0000844318,0.8446,42.2129,10.475563297850474,4.730154490637823,2700166.586617179,1228906.534006897,150,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_16_HH02,non_idp_NG022015_16,primary,2,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51508,Ngaski,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_86,nga_buildings_part1_0000844351,0.8538,12.2981,10.467120886802935,4.760598460298373,2703757.261047024,1228148.7981683533,150,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_16_HH03,non_idp_NG022015_16,primary,3,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_86,nga_buildings_part1_0000844260,0.8005,14.7045,10.492890332661675,4.743160030462284,2701540.317986973,1231032.5029395602,150,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_16_HH04,non_idp_NG022015_16,primary,4,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51508,Ngaski,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_86,nga_buildings_part1_0000844401,0.7686,22.0879,10.474746316058564,4.729062238244894,2700046.3287038375,1228802.681784082,150,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_16_HH05,non_idp_NG022015_16,primary,5,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_86,nga_buildings_part1_0000844262,0.8055,44.2364,10.492956217433361,4.742976686778377,2701518.580006071,1231038.8237845136,150,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_16_HH06,non_idp_NG022015_16,primary,6,NA,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51507,Makawa,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_86,nga_buildings_part1_0000844258,0.851,52.0833,10.492839450731665,4.742872830678619,2701507.4459395465,1231024.3728979703,150,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
non_idp_NG022015_16_R01,non_idp_NG022015_16,reserve,NA,1,non_idp,non_idp_NG022015,NW,NG022,Kebbi,NG022015,Ngaski,51508,Ngaski,GRID3,NA,NA,NW_Kebbi_Ngaski_hex_86,nga_buildings_part1_0000844323,0.7785,20.7424,10.48175591057077,4.73179526274239,2700309.30082868,1229643.5581118157,150,6,1,FALSE,pps,FALSE,FALSE,NA,FALSE,building_footprint,building_footprint_count,NA,NA,NA,NA,NA,NA,NA,covered,none
