State,LGA,Ward (GRID3),Ward (OCHA/COD),Ward spans multiple LGAs (Y/N),Other LGA(s) sharing this ward,Partners covering this LGA-ward portion,Non-IDP clusters,IDP clusters,Total target HHs (primary),Accessible status,Status source,Reporting partner(s),Reported by,Reason category,Reason notes,Date reported by partner,Last reported date,% target achieved so far (as reported)
Adamawa,Michika,Wambilimi / Tili,Wambilimi/Tili,No,,NRC,1,0,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Michika,Zah,Zah,No,,NRC,1,0,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Michika,Munkavachitta,Munkavachitta,No,,NRC,1,0,1,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi North,Lamurde,Yelwa,Yes,Lamurde; Mubi South,NRC,1,1,67,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi North,Bahuli,Bahuli,Yes,Mubi South,NRC,2,0,18,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi North,Lokuwa,Lokuwa,Yes,Mubi South,NRC,4,0,18,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi North,Muchalla,Muchalla,No,,NRC,2,1,18,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi North,Betso,Betso,No,,NRC,1,1,12,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi North,Digil,Digil,No,,NRC,2,1,12,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi North,Mayo Bani,Mayo Bani,No,,NRC,1,1,12,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi North,Mijilu,Mijilu,No,,NRC,2,0,12,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi North,Vimtim,Vimtim,No,,NRC,0,1,12,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi North,Yelwa,Yelwa,Yes,Mubi South; Yola North,NRC,2,0,10,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi North,Sabon Layi,Sabon Layi,Yes,Mubi South,NRC,1,0,8,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi North,Mujara,Lokuwa,Yes,Mubi South,NRC,2,0,4,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi North,Kolere,Kolere,Yes,Mubi South,NRC,1,0,1,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Lamurde,Lamurde,Yes,Lamurde; Mubi North,NRC,2,1,58,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Nassarawo,Nassarawo,Yes,Yola North,NRC,3,1,51,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Mujara,Mujara,Yes,Mubi North,NRC,4,0,24,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Gude,Gude,No,,NRC,1,1,17,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Mugulbu,Mugulbu,No,,NRC,1,1,16,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Gella,Gella,No,,NRC,1,1,12,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Nduku,Nduku,Yes,Maiha,NRC,2,0,8,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Dirbishi,Dirbishi,No,,NRC,1,0,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Pakka,Nduku,Yes,Maiha,NRC,1,0,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Lokuwa,Gude,Yes,Mubi North,NRC,1,0,4,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Kolere,Nassarawo,Yes,Mubi North,NRC,1,0,2,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Bahuli,Mujara,Yes,Mubi North,NRC,1,0,0,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Sabon Layi,Nassarawo,Yes,Mubi North,NRC,1,0,0,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Mubi South,Yelwa,Lamurde,Yes,Mubi North; Yola North,NRC,1,0,0,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Numan,Imburu,Imburu,No,,NRC,3,1,38,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Numan,Bare,Bare,No,,NRC,3,1,36,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Numan,Nassarawo Demsa,Sabon Pegi,Yes,Demsa,NRC,2,1,36,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Numan,Sabon Pegi,Sabon Pegi,No,,NRC,3,1,33,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Numan,Kodomti,Kodomti,No,,NRC,1,3,30,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Numan,Vulpi,Vulpi,No,,NRC,2,0,12,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Numan,Gamadiyo,Gamadiyo,No,,NRC,0,1,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Numan,Numan 2,Numan 2,No,,NRC,1,0,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Numan,Numan 3,Numan 3,No,,NRC,1,0,4,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Numan,Numan 1,Numan 1,No,,NRC,3,0,3,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Shelleng,Shelleng,Shelleng,No,,FACT,4,1,57,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Shelleng,Jumbul,Jumbul,No,,FACT,3,1,35,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Shelleng,Bodwai,Bodwai,No,,FACT,3,2,34,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Shelleng,Kiri,Kiri,No,,FACT,2,1,18,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Shelleng,Libbo,Libbo,Yes,Song,FACT,3,0,18,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Shelleng,Ketembere,Ketembere,No,,FACT,3,0,15,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Shelleng,Talum,Talum,No,,FACT,1,1,9,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Shelleng,Bakta,Bakta,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Shelleng,Gundo,Gundo,No,,FACT,1,1,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Song,Song Gari,Song Gari,No,,FACT,2,4,60,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Song,Zumo,Zumo,Yes,Maiha,FACT,1,3,36,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Song,Song Waje,Song Waje,Yes,Girei,FACT,2,2,24,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Song,Kilange Funa,Kilange Funa,No,,FACT,3,0,18,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Song,Dirma,Dirma,No,,FACT,3,0,13,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Song,Waltandi,Waltandi,No,,FACT,2,0,11,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Song,Dumne,Dumne,No,,FACT,2,0,10,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Song,Gudu Mboi,Gudu Mboi,No,,FACT,2,0,7,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Song,Farang,Zumo,Yes,Fufore,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Song,Kilange Hirna,Kilange Hirna,No,,FACT,0,1,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Song,Sigire,Sigire,No,,FACT,0,1,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Song,Libbo,Waltandi,Yes,Shelleng,FACT,1,0,1,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Toungo,Toungo 3,Toungo 3,No,,FACT,5,1,72,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Toungo,Toungo 1,Toungo 1,No,,FACT,3,0,22,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Toungo,Toungo 2,Toungo 2,No,,FACT,3,1,19,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Toungo,Dawo 2,Dawo 2,No,,FACT,2,0,7,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Toungo,Kiri 1,Kiri 1,No,,FACT,2,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Toungo,Kiri 2,Kiri 2,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Toungo,Kogin Baba 1,Kogin Baba 1,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Toungo,Kogin Baba 2,Kogin Baba 2,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Toungo,Gumti,Gumti,No,,FACT,1,0,5,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,,2026-04-09 00:00:00,2026-04-09,
Adamawa,Toungo,Gamu,Toungo 3,Yes,Ganye,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,This was not in our previous list but Toungo 3 belongs to Toungo LGA ,2026-04-09 00:00:00,2026-04-09,
Adamawa,Yola North,Karewa,Karewa,No,,NRC,4,2,69,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola North,Luggere,Luggere,No,,NRC,1,1,45,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola North,Jambutu,Jambutu,No,,NRC,3,1,25,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola North,Bole Yolde Pate,Karewa,Yes,Fufore; Yola South,NRC,1,1,21,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola North,Gwadabawa,Gwadabawa,Yes,Girei,NRC,2,0,11,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola North,Limawa,Limawa,Yes,Girei,NRC,1,1,9,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola North,Nassarawo,Nassarawo,Yes,Mubi South,NRC,1,0,8,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola North,Namtari,Jambutu,Yes,Yola South,NRC,1,0,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola North,Rumde,Rumde,No,,NRC,1,0,5,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola North,Ajiya,Ajiya,No,,NRC,2,0,2,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola North,Doubeli,Doubeli,No,,NRC,1,0,2,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola North,Yelwa,Yelwa,Yes,Mubi North; Mubi South,NRC,1,0,1,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola North,Alkalawa,Alkalawa,No,,NRC,2,0,0,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola South,Namtari,Namtari,Yes,Yola North,NRC,5,6,84,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola South,Bole Yolde Pate,Bole Yolde Pate,Yes,Fufore; Yola North,NRC,3,2,35,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola South,Makama A,Makama A,No,,NRC,1,1,29,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola South,Ngurore,Ngurore,No,,NRC,2,1,18,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola South,Mbamba,Mbamba,No,,NRC,2,1,10,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola South,Adarawo,Adarawo,No,,NRC,2,0,7,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola South,Toungo,Toungo,No,,NRC,1,0,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola South,Yolde Kohi,Yolde Kohi,No,,NRC,1,0,6,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola South,Mbamoi,Mbamoi,No,,NRC,1,0,4,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola South,Makama B,Makama B,No,,NRC,2,0,3,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola South,Bako,Bako,No,,NRC,2,0,2,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Adamawa,Yola South,Demsa,Yolde Kohi,Yes,Demsa,NRC,1,0,0,Accessible,confirmed_by_partner_report,NRC,Partner,N/A - fully accessible,,2026-08-25,2026-08-25,
Benue,Agatu,Obagaji,,No,,CRS,1,1,54,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Agatu,Usha,,No,,CRS,5,2,40,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Agatu,Ogwule - Ogbaulu,,No,,CRS,3,1,32,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Agatu,Oshigbudu,,No,,CRS,3,1,20,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Agatu,Egba,,No,,CRS,2,1,18,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Agatu,Enungba,,No,,CRS,2,0,14,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Agatu,Ogwule - Kaduna,,No,,CRS,3,0,13,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Agatu,Ogbaulu,,No,,CRS,2,1,8,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Agatu,Okokolo,,No,,CRS,2,0,5,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Agatu,Akpanaja,,No,,CRS,1,0,1,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Guma,Mbawa,,No,,COOPI,9,3,69,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Benue,Guma,Nzorov,,No,,COOPI,1,2,36,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Benue,Guma,Nyiev,,No,,COOPI,4,2,35,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Benue,Guma,Mbadwem,,No,,COOPI,4,0,18,Inaccessible,confirmed_by_partner_report,COOPI,Partner,,,,Unknown (see Date reported by partner column),
Benue,Guma,Mbabai,,No,,COOPI,1,1,17,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Benue,Guma,Abinsi,,No,,COOPI,3,1,14,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Benue,Guma,Saghev,,Yes,Logo,COOPI,2,0,12,Inaccessible,confirmed_by_partner_report,COOPI,Partner,,,,Unknown (see Date reported by partner column),
Benue,Guma,Fiidi,,Yes,Makurdi,COOPI,2,0,10,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Benue,Guma,Mbayer / Yandev,,No,,COOPI,1,0,6,Inaccessible,confirmed_by_partner_report,COOPI,Partner,,,,Unknown (see Date reported by partner column),
Benue,Guma,Uvir,,No,,COOPI,1,0,6,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Benue,Guma,Kaambe,,No,,COOPI,1,0,4,Inaccessible,confirmed_by_partner_report,COOPI,Partner,,,,Unknown (see Date reported by partner column),
Benue,Guma,Madaki,,No,,COOPI,1,0,4,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Benue,Guma,Mbachaverikyondo,,No,,COOPI,1,0,2,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Benue,Guma,Kadarko,,No,,COOPI,1,0,1,Inaccessible,confirmed_by_partner_report,COOPI,Partner,,,,Unknown (see Date reported by partner column),
Benue,Gwer West,Ikyaghev,,No,,CRS,4,3,134,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Gwer West,Mbachohon,,No,,CRS,3,2,27,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Gwer West,Nyamshi / Mbanyamshi,,No,,CRS,2,1,12,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Gwer West,Gbaange-Tongov,,No,,CRS,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Gwer West,Gee,,No,,CRS,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Gwer West,Tijime,,No,,CRS,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Gwer West,Mbabuande,,No,,CRS,1,0,4,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Gwer West,Tyoughatee / Ijaha,,No,,CRS,2,0,4,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Gwer West,Mbapupuu / Tswarev,,No,,CRS,1,0,3,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Gwer West,Saghev Ukusu,,No,,CRS,1,0,2,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Gwer West,Entekpa,,No,,CRS,1,0,0,Accessible,default_unreported,,Not yet reported,,,,,
Benue,Kwande,Yaav,,No,,Save the Children,1,3,69,Accessible,confirmed_by_partner_report,Save the Children,Needs review,N/A - fully accessible,"Marked accessible by default (not an explicit per-ward partner confirmation): Save the Children provided a comprehensive review of their coverage area (Katsina/Zamfara summary + Kwande report, 2026-08-19), and reported no issue for this ward. Following our ""accessible until reported otherwise"" convention, applied here given the scope of their review - to be confirmed directly with the partner as a standard follow-up, not assumed permanent.",2026-08-21,2026-08-21,
Benue,Kwande,Mbaikyor,,No,,Save the Children,3,1,29,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Benue,Kwande,Kumakwagh,,No,,Save the Children,1,2,18,Inaccessible,confirmed_by_partner_report,Save the Children,Partner,Insecurity / conflict,"Partner-reported (Save the Children, email 2026-08-19) as ""6 primary, 6 reserve"" - but this ward actually has 3 clusters (1 Non-IDP + 2 IDP, 18 total target HH); partner's count only covers the Non-IDP cluster. Logging the FULL ward as inaccessible: 0 real Kobo submissions recorded anywhere in Kumakwagh (Non-IDP or IDP) as of 2026-08-21, so the same access blocker plausibly covers all 3 clusters - confirm IDP-cluster scope with partner on next contact.",2026-08-19,2026-08-19,0
Benue,Kwande,Liev Ll,,No,,Save the Children,2,1,13,Accessible,confirmed_by_partner_report,Save the Children,Needs review,N/A - fully accessible,"Marked accessible by default (not an explicit per-ward partner confirmation): Save the Children provided a comprehensive review of their coverage area (Katsina/Zamfara summary + Kwande report, 2026-08-19), and reported no issue for this ward. Following our ""accessible until reported otherwise"" convention, applied here given the scope of their review - to be confirmed directly with the partner as a standard follow-up, not assumed permanent.",2026-08-21,2026-08-21,
Benue,Kwande,Tondov Ll,,No,,Save the Children,3,0,13,Accessible,confirmed_by_partner_report,Save the Children,Needs review,N/A - fully accessible,"Marked accessible by default (not an explicit per-ward partner confirmation): Save the Children provided a comprehensive review of their coverage area (Katsina/Zamfara summary + Kwande report, 2026-08-19), and reported no issue for this ward. Following our ""accessible until reported otherwise"" convention, applied here given the scope of their review - to be confirmed directly with the partner as a standard follow-up, not assumed permanent.",2026-08-21,2026-08-21,
Benue,Kwande,Liev L,,No,,Save the Children,5,0,11,Accessible,confirmed_by_partner_report,Save the Children,Needs review,N/A - fully accessible,"Marked accessible by default (not an explicit per-ward partner confirmation): Save the Children provided a comprehensive review of their coverage area (Katsina/Zamfara summary + Kwande report, 2026-08-19), and reported no issue for this ward. Following our ""accessible until reported otherwise"" convention, applied here given the scope of their review - to be confirmed directly with the partner as a standard follow-up, not assumed permanent.",2026-08-21,2026-08-21,
