adm2_pcode,adm2_name,adm1_pcode,adm1_name,wardname,area_km2,pop_total,pop_type,accessible_status,status_source,reporting_partners,reason_category,covering_partners
NG002001,Demsa,NG002,Adamawa,Bille,273.6672926913563,15276.6279296875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002001,Demsa,NG002,Adamawa,Borrong,72.07992376403952,5879.435546875,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Physical access (terrain,FACT
NG002001,Demsa,NG002,Adamawa,Demsa,243.33806990652704,22542.365234375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002001,Demsa,NG002,Adamawa,Dilli,159.4623951074024,5525.09912109375,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Other,FACT
NG002001,Demsa,NG002,Adamawa,Dobeli,7.257835388183594e-6,9.725648124003783e-5,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002001,Demsa,NG002,Adamawa,Dong,200.52528660694898,20594.8359375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002001,Demsa,NG002,Adamawa,Dwam,155.44499573718386,22745.318359375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002001,Demsa,NG002,Adamawa,Gengle,20.721241205263482,838.16949462890625,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Physical access (terrain,FACT
NG002001,Demsa,NG002,Adamawa,Gereng,0.291794880045414,0,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002001,Demsa,NG002,Adamawa,Gorobi,36.60121857758766,1242.0450439453125,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002001,Demsa,NG002,Adamawa,Gundo,11.212957745892048,334.16949462890625,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002001,Demsa,NG002,Adamawa,Gwamba,152.5249403928023,6047.8857421875,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Physical access (terrain,FACT
NG002001,Demsa,NG002,Adamawa,Kodomti,2.0900634856518137,57.0175666809082,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002001,Demsa,NG002,Adamawa,Kpasham,252.74620679058884,30512.68359375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002001,Demsa,NG002,Adamawa,Libbo,3.1192991049837024,61.42121124267578,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002001,Demsa,NG002,Adamawa,Mayo-Lope,2.098045498991769e-5,0.02196350507438183,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002001,Demsa,NG002,Adamawa,Mbula,75.33057736321574,3607.09228515625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002001,Demsa,NG002,Adamawa,Nassarawo Demsa,138.5315107949438,24696.150390625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002001,Demsa,NG002,Adamawa,Ndikong,45.049209141563416,3121.505126953125,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002001,Demsa,NG002,Adamawa,Sabon Pegi,11.958952380882204,151.52305603027344,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002001,Demsa,NG002,Adamawa,Suktu,51.08139804202239,1183.9293212890625,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002001,Demsa,NG002,Adamawa,Yolde Kohi,58.18035554114008,2947.036376953125,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Beti,597.9311932478686,41098.578125,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002002,Fufore,NG002,Adamawa,Bole Yolde Pate,67.90426936197233,3142.256103515625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002002,Fufore,NG002,Adamawa,Farang,638.9845646777496,37847.1484375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002002,Fufore,NG002,Adamawa,Fufore,101.96804341757345,27929.271484375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002002,Fufore,NG002,Adamawa,Girei 2,0.8256390515887737,632.00506591796875,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Gurin,621.7470668478176,38694.5859375,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Other,FACT
NG002002,Fufore,NG002,Adamawa,Karlahi,418.28041523777625,24103.0390625,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Kilange Hirna,63.025488486258745,3769.51513671875,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Koma 1,3.2953743397010564,567.39312744140625,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Koma 2,6.140246113500357,101.92630004882813,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Konkol,32.80339328525415,2747.001708984375,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Mapeo,22.93544984600834,2120.131103515625,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Mayo Inne,716.2746993465106,43836.234375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002002,Fufore,NG002,Adamawa,Mbamba,10.008065600549871,664.6070556640625,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Mbilla,1.9260255087539702,1602.38525390625,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Modire,29.45299074866712,769.54962158203125,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Namtari,2.22750636255907e-4,0.005154266953468323,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Ndikong,13.35415087068534,514.8612060546875,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Ngurore,0.008207408283300698,0,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Pariya,612.9123683121212,38825.453125,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002002,Fufore,NG002,Adamawa,Ribadu,372.96594679393013,18314.748046875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002002,Fufore,NG002,Adamawa,Song Waje,9.751429331896306,1114.4189453125,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Uki Tuki,432.75084947516774,9539.923828125,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Wuro Bokki,501.4019702919546,31046.08984375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002002,Fufore,NG002,Adamawa,Wuro Dole,3.54206560557127,119.76493835449219,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Yadim,698.4961739917935,23111.275390625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002002,Fufore,NG002,Adamawa,Yoffo,0.3488765225318074,97.68643951416016,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002002,Fufore,NG002,Adamawa,Zumo,10.026775432506442,177.42974853515625,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002003,Ganye,NG002,Adamawa,Bakari Goso,187.3799077979765,20439.830078125,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002003,Ganye,NG002,Adamawa,Danaba,5.81723082280606,1107.083984375,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002003,Ganye,NG002,Adamawa,Dawo 1,75.69597002075959,341.7181701660156,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002003,Ganye,NG002,Adamawa,Gamu,335.90249099500403,17764.41015625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002003,Ganye,NG002,Adamawa,Gang Lari,7.719359278678894e-6,4.17873467085883e-4,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002003,Ganye,NG002,Adamawa,Gang Tiba,1.203751757144928e-4,5.35210594534874e-4,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002003,Ganye,NG002,Adamawa,Ganye 1,4.653091139364183,32197.921875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002003,Ganye,NG002,Adamawa,Ganye 2,53.41370061683491,55446.84765625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002003,Ganye,NG002,Adamawa,Gurumpawo,658.285806253427,22067.705078125,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002003,Ganye,NG002,Adamawa,Jaggu,255.18179602301052,23229.8203125,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002003,Ganye,NG002,Adamawa,Kiri 2,1.808068319016397,76.844268798828125,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002003,Ganye,NG002,Adamawa,Leko,1.709646003345132,56.65764236450195,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002003,Ganye,NG002,Adamawa,Mbullo,11.050461479526996,1576.695068359375,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002003,Ganye,NG002,Adamawa,Nyibago,45.104354558918104,3029.778076171875,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Other,FACT
NG002003,Ganye,NG002,Adamawa,Sangassumi,10.3932935457201,25764.103515625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002003,Ganye,NG002,Adamawa,Sugu,460.42461853328706,30806.962890625,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Other,FACT
NG002003,Ganye,NG002,Adamawa,Timdore,111.80759874269438,25907.919921875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002003,Ganye,NG002,Adamawa,Toungo 3,3.05826224161914,321.7689514160156,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002003,Ganye,NG002,Adamawa,Yebbi,384.1362335235939,24299.6875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002003,Ganye,NG002,Adamawa,Yeli,13.784536751689165,51.449031829833984,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002004,Gombi,NG002,Adamawa,Boga,290.5871190223384,63483.34765625,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002004,Gombi,NG002,Adamawa,Dirma,3.8049282798936366,443.5428161621094,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002004,Gombi,NG002,Adamawa,Duwa,243.23880920116252,77667.1015625,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002004,Gombi,NG002,Adamawa,Gaanda,397.50437756335737,24534.841796875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002004,Gombi,NG002,Adamawa,Gabon,245.33162414328956,52938.26171875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002004,Gombi,NG002,Adamawa,Garaha,34.752911135644915,424.255126953125,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002004,Gombi,NG002,Adamawa,Garkida,120.705183590457,22750.255859375,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002004,Gombi,NG002,Adamawa,Gombi North,67.19539391377735,68201.4921875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002004,Gombi,NG002,Adamawa,Gombi South,49.56239689972114,66067.484375,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002004,Gombi,NG002,Adamawa,Gudu Mboi,20.050325228680716,672.3336181640625,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002004,Gombi,NG002,Adamawa,Guyaku,335.94678392648007,23235.5078125,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002004,Gombi,NG002,Adamawa,Gwapopolok,31.261410186166525,452.7330017089844,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002004,Gombi,NG002,Adamawa,Hong,17.716369920404198,999.52850341796875,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002004,Gombi,NG002,Adamawa,Kilange Funa,13.104579548023938,789.54144287109375,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002004,Gombi,NG002,Adamawa,Kwajaffa,0.2360361699615717,0,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002004,Gombi,NG002,Adamawa,Ngohi,1.937093357310295,7.130595684051514,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002004,Gombi,NG002,Adamawa,Puba Vidau,0.0034599705591769887,0.0010397114092484117,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002004,Gombi,NG002,Adamawa,Sigire,60.2291573704228,3143.597900390625,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002004,Gombi,NG002,Adamawa,Tawa,642.1106045619936,39409.04296875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002004,Gombi,NG002,Adamawa,Thilbang,6.564899498667717,514.6644287109375,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002004,Gombi,NG002,Adamawa,Yang,147.15379715001583,29118.978515625,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002005,Girei,NG002,Adamawa,Borrong,2.6201773445060037,121.5173568725586,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002005,Girei,NG002,Adamawa,Dakri,134.45085331803418,20076.82421875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002005,Girei,NG002,Adamawa,Damare,38.729470290070054,39823.43359375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002005,Girei,NG002,Adamawa,Demsa,38.69543853185296,585.29034423828125,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002005,Girei,NG002,Adamawa,Fufore,0.558353009894371,0,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002005,Girei,NG002,Adamawa,Gereng,149.3615959524474,5369.34033203125,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002005,Girei,NG002,Adamawa,Girei 1,72.88225380739165,41821.3828125,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002005,Girei,NG002,Adamawa,Girei 2,63.72795536615848,16461.056640625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002005,Girei,NG002,Adamawa,Gwadabawa,10.664027589390814,7625.67138671875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002005,Girei,NG002,Adamawa,Jera Bakari,163.03780479228666,8463.3623046875,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Other,FACT
NG002005,Girei,NG002,Adamawa,Jera Bonyo,142.30000440960148,8418.724609375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002005,Girei,NG002,Adamawa,Kilange Hirna,0.866546362262249,65.94566345214844,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002005,Girei,NG002,Adamawa,Limawa,0.3382290240151286,2151.494140625,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Other,FACT
NG002005,Girei,NG002,Adamawa,Mbamba,13.251479765318871,202.80267333984375,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002005,Girei,NG002,Adamawa,Modire,159.75080892661296,46273.83984375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002005,Girei,NG002,Adamawa,Namtari,5.127856382727623e-5,4.811359758605249e-5,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002005,Girei,NG002,Adamawa,Ngurore,2.299302816390991e-6,0,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002005,Girei,NG002,Adamawa,Pariya,69.78265881683434,3266.62890625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002005,Girei,NG002,Adamawa,Song Waje,44.34108618459558,2316.185546875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002005,Girei,NG002,Adamawa,Suktu,66.60340969618389,3152.494140625,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002005,Girei,NG002,Adamawa,Tambo,135.58248407464396,4699.578125,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Other,FACT
NG002005,Girei,NG002,Adamawa,Wuro Dole,199.03566860077362,22761.380859375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002006,Guyuk,NG002,Adamawa,Banjiram,50.82174984227121,25614.404296875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002006,Guyuk,NG002,Adamawa,Bobini,88.40719097000373,13473.1328125,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Physical access (terrain,FACT
NG002006,Guyuk,NG002,Adamawa,Bodeno,70.34968059637869,26067.158203125,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Physical access (terrain,FACT
NG002006,Guyuk,NG002,Adamawa,Chikila,160.47434267290464,38943.01171875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002006,Guyuk,NG002,Adamawa,Dukul,84.19676877349818,11072.8701171875,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Physical access (terrain,FACT
NG002006,Guyuk,NG002,Adamawa,Dumna,66.42075994246667,29762.126953125,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Physical access (terrain,FACT
NG002006,Guyuk,NG002,Adamawa,Gora,11.483752351134939,1362.1563720703125,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Other,FACT
NG002006,Guyuk,NG002,Adamawa,Gundo,5.470653395118117,10.894619941711426,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002006,Guyuk,NG002,Adamawa,Guyuk,87.03817248890019,60878.73828125,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Physical access (terrain,FACT
NG002006,Guyuk,NG002,Adamawa,Gyawana,0.6713584298366309,0,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002006,Guyuk,NG002,Adamawa,Jumbul,2.739933282136917e-5,0,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002006,Guyuk,NG002,Adamawa,Ketembere,0.023956150245830417,0.004045148845762014,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002006,Guyuk,NG002,Adamawa,Kindiyo,0.03769732846809388,12.889490127563477,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002006,Guyuk,NG002,Adamawa,Kola,71.65177376192665,44326.109375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002006,Guyuk,NG002,Adamawa,Kombo,6.031766623925186,2351.9228515625,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Other,FACT
NG002006,Guyuk,NG002,Adamawa,Lafiya,19.73406285546128,895.083984375,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002006,Guyuk,NG002,Adamawa,Lokoro,53.47196227113533,7151.88671875,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002006,Guyuk,NG002,Adamawa,Nyuwar / Jessu,9.028860030833904,984.164306640625,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002006,Guyuk,NG002,Adamawa,Purakayo,73.06830515553486,29223.841796875,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Physical access (terrain,FACT
NG002006,Guyuk,NG002,Adamawa,Shelleng,1.2533717858791352e-4,0.009707040153443813,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002006,Guyuk,NG002,Adamawa,Talum,1.5124459528017808,11.455431938171387,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002007,Hong,NG002,Adamawa,Bangshika,295.90330265206813,19220.447265625,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002007,Hong,NG002,Adamawa,Betso,0.05731501834052801,23.602161407470703,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002007,Hong,NG002,Adamawa,Daksiri,382.82164279004,16603.375,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002007,Hong,NG002,Adamawa,Digil,18.15100335510063,547.2791748046875,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002007,Hong,NG002,Adamawa,Garaha,863.6055184979743,14327.8544921875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002007,Hong,NG002,Adamawa,Gaya-Sikalmi,497.67122684020995,15340.8212890625,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002007,Hong,NG002,Adamawa,Guyaku,18.115705410352707,920.2587890625,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002007,Hong,NG002,Adamawa,Hausari Zadawa,4.020525722126313e-4,0.0012300284579396248,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002007,Hong,NG002,Adamawa,Hildi,62.731501156250715,10147.201171875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002007,Hong,NG002,Adamawa,Hong,152.77831200862647,14481.7529296875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002007,Hong,NG002,Adamawa,Hoserezum,363.8310229818002,13630.9248046875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002007,Hong,NG002,Adamawa,Humbutudi,6.171489147203803,285.87921142578125,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002007,Hong,NG002,Adamawa,Hussari Tampul,1.4515617368422746,2014.9666748046875,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002007,Hong,NG002,Adamawa,Kilange Funa,24.608517602746964,449.6089172363281,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002007,Hong,NG002,Adamawa,Kwarhi,53.01717411431408,4084.565185546875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002007,Hong,NG002,Adamawa,Manjekin,1.354308387677447e-4,0.027567975223064423,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002007,Hong,NG002,Adamawa,Mayo Bani,0.9807347646632194,111.21971893310547,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002007,Hong,NG002,Adamawa,Mayo Lope,185.2649275489533,16766.392578125,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002007,Hong,NG002,Adamawa,Mugulbu,0.26426779890805485,9.386148452758789,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002007,Hong,NG002,Adamawa,Ngohi,2.3902970842717663,79.17394256591797,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002007,Hong,NG002,Adamawa,Shangui,80.18813113996602,7342.47998046875,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002007,Hong,NG002,Adamawa,Thilbang,243.47872856812572,24128.783203125,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002007,Hong,NG002,Adamawa,Uba,12.08439571729958,11712.4384765625,Non-IDP,Accessible,confirmed_by_partner_report,NRC,N/A - fully accessible,NRC
NG002007,Hong,NG002,Adamawa,Uvu Uda,0.7781204490581751,35.43453598022461,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002007,Hong,NG002,Adamawa,Yelwa,37.88486829634333,258.4407043457031,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002007,Hong,NG002,Adamawa,Zumo,77.13859705307596,489.05902099609375,Non-IDP,Accessible,default_unreported,NA,NA,NRC
NG002008,Jada,NG002,Adamawa,Bakari Goso,25.49990460202534,3899.085205078125,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002008,Jada,NG002,Adamawa,Beti,2.0155609551793336,111.29833221435547,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002008,Jada,NG002,Adamawa,Danaba,210.88165848644508,25944.44921875,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Other,FACT
NG002008,Jada,NG002,Adamawa,Gang Fada,2.961944398788929,78.803985595703125,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002008,Jada,NG002,Adamawa,Ganye 2,0.07466972748917342,0.48056259751319885,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002008,Jada,NG002,Adamawa,Jada 1,80.39025769520927,17203.04296875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002008,Jada,NG002,Adamawa,Jada 2,181.15260329353237,32693.564453125,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002008,Jada,NG002,Adamawa,Jaggu,1.363637262685269,547.154541015625,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002008,Jada,NG002,Adamawa,Karlahi,0.24156429586774758,21.174816131591797,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002008,Jada,NG002,Adamawa,Koma 1,282.67297076140596,23430.31640625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002008,Jada,NG002,Adamawa,Koma 2,419.7585163418343,20408.21875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002008,Jada,NG002,Adamawa,Leko,340.158584376291,42200.24609375,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002008,Jada,NG002,Adamawa,Mapeo,337.28665628209467,33033.53515625,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002008,Jada,NG002,Adamawa,Mayo Farang,9.637409548015507,378.3306884765625,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002008,Jada,NG002,Adamawa,Mayo Inne,143.59580116913415,5349.5,Non-IDP,Inaccessible,confirmed_by_partner_report,FACT,Other,FACT
NG002008,Jada,NG002,Adamawa,Mayo Kalaye,360.075918878612,19192.89453125,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002008,Jada,NG002,Adamawa,Mbullo,239.62385681569623,17358.095703125,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002008,Jada,NG002,Adamawa,Nyibago,176.69899149140835,21065.966796875,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002008,Jada,NG002,Adamawa,Timdore,27.74806613389214,5112.53173828125,Non-IDP,Accessible,confirmed_by_partner_report,FACT,N/A - fully accessible,FACT
NG002008,Jada,NG002,Adamawa,Tola,3.2956395742778777,19.863908767700195,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002008,Jada,NG002,Adamawa,Yadim,0.005868843300131149,0.5086657404899597,Non-IDP,Accessible,default_unreported,NA,NA,FACT
NG002008,Jada,NG002,Adamawa,Yebbi,4.234971357558608,259.7737121582031,Non-IDP,Accessible,default_unreported,NA,NA,FACT
